"","V1","V2"
"132","Fridolin: Miljöpartiet vill öka möjligheterna på landsbygdskommuner genom en halvering av arbetsgivaravgifter och höjt grundavdrag. #landsbygdsriksdagen","miljopartiet"
"133","Nu drar landsbygdsriksdagens partiledardialog igång! MP går in starkt i debatten med nya förslag för att landsbygden ska få behålla resurser från vatten- och vindkraft och starkt stöd för förslag om skatt på importerat fulkött som gynnar svenska bönder!#landsbygdsriksdagen","miljopartiet"
"134","Idag på Landsbygdsriksdagen presenterar Gustav Fridolin och Peter Eriksson nyhet för en levande landsbygd.

Mer pengar från vatten- och vindkraften ska stanna lokalt!","miljopartiet"
"135","Sverige borde vara ett land i framkant när det gäller transpersoners rättigheter!","miljopartiet"
"136","Fridolin: Varför vill Centerpartiet ta bort Klimatklivet som innebär framgångsrika klimatprojekt över hela landet? #landsbygdsriksdagen","miljopartiet"
"137","Fridolin: Vi måste prioritera rätt. Det är inte att göra de stora nedskärningar på kommun och landsting som Centerpartiet föreslår. #landsbygdsriksdagen","miljopartiet"
"138","Fridolin: Miljöpartiet vill halvera arbetsgivaravgifter i landsbygdskommuner och gynna svenska bönder genom en skatt på importerat fulkött. #Landsbygdsriksdagen","miljopartiet"
"139","Ikväll kl 20.30 - landsbygdsdebatt mellan Gustav Fridolin (MP) och Emil Källström (C) på Café UH i Örnsköldsvik! Livesänds av Allehanda","miljopartiet"
"140","På tisdag presenterar vi vår vision för att det ska bli enklare att resa med tåg till Europa! Välkomna på seminarium med EU-parlamentariker @JakopDalunde och riksdagsledamot @svenssonsmith . https://www.facebook.com/events/1817747265194868/ …
   
 #tågsemester #tåg #klimat #miljö","miljopartiet"
"141","Friska djur behöver inte antibiotika! Svenska folket håller med: inför skatt på importerat kött där antibiotika överanvänts! https://nyheter24.se/maktkamp24/908236-ny-undersokning-svenskar-vill-ha-straffskatt-pa-utlandskt-fulkott …","miljopartiet"
"142","Kommuner ska kunna upphandla fler sociala företag – det är en väg in på den svenska arbetsmarknaden för framför allt utlandsfödda kvinnor.","miljopartiet"
"143","Vårt språkrör Gustav Fridolin gästar senaste avsnittet av podden Nemo möter en vän.","miljopartiet"
"144","Hoten mot Sverige är mer komplexa än tidigare och säkerhetsläget i närområdet har försämrats. För att möta utmaningarna behövs en bred och väl avvägd, grön säkerhetspolitik, skriver @BodilValero @ValterMutt @AndersSchroder idag i @aktuella","miljopartiet"
