"","V1","V2"
"189","Danska folktinget har röstat ja till ett förbud att bära plagg som täcker ansiktet på offentlig plats. Sverige bör följa, för försvara våra demokratiska, kulturella och sekulära värderingar mot alla försök att bekämpa dessa. #SD2018 #svpol","sdriks"
"190","Om möjligt finns fler frågor nu, efter Beglers besök i utskottet, än innan. Eller frågor och frågor. Strandhäll har mycket att förklara.","sdriks"
"191","Svenska pensionärer ska kunna leva bra. Därför satsar vi på sänkt skatt på pension, höjd garantipension och höjt bostadstillägg. Att bjuda barnbarnen på fika ska aldrig betyda att man står utan el eller mat i slutet av månaden. #SD2018 #svpol","sdriks"
"192","Svensk industri måste klara den internationella konkurrensen även i framtiden. Därför vill vi tillsätta en industrikommission efter valet, med samtliga partier och sakkunniga från industrin, för att ta fram en ny industristrategi och ett brett reformpaket. #SD2018 #svpol","sdriks"
"193","I Sverige ska varken klanledare, oligarker eller fackpampar bestämma hur enskildas fria rösträtt ska användas.","sdriks"
"194","Hur i hela friden kan han ""lova"" det? Hade jag varit medlem i Kommunal hade jag blivit ursinnig av att ha en ordförande som alltid ser ner på- och säger sig veta bättre än medlemmarna. Ett fackförbund ska vara ett fackförbund, inte en politisk kamporganisation för Löfven #svpol","sdriks"
"195","Inte i vårt Sverige. #SD2018","sdriks"
"196","Andelen som fått sin sjukpenning indragen har fyrdubblats sedan 2014. För Sverigedemokraterna är det viktigt att människor får den rehabilitering och vård som de behöver och att människor inte faller mellan stolarna. Vi kommer förbättra sjukförsäkringspolitiken, på riktigt.","sdriks"
"197","Kostnaderna för vård till personer som vistas illegalt i landet har ökat från 90 miljoner kronor 2014 till 197 miljoner kronor 2017. Regeringen visar att de hellre prioriterar dem som inte har rätt att vistas i landet än våra äldre och sjuka.

Den 9 september är det val. #SD2018","sdriks"
"198","I morgon möts Jimmie Åkesson och Stefan Löfven i en duell om vinster i välfärden. Sänds live i SVT Aktuellt med start kl. 21:00.","sdriks"
"199","","sdriks"
"200","Skriver idag ihop med bland Aron Emilsson om att böneutrop inte hör hemma i Göteborg.
https://www.goteborgdirekt.se/debatt/debatt-boneutrop-hor-inte-hemma-i-goteborg/repreB!OItssXKM0iqAXosKDfF@hw/ …

#gbgpol","sdriks"
"201","”Jag tror väldigt starkt på idén om folkhemmet. På idén om att vi, tillsammans, bygger ett tryggt och sammanhållet Sverige. Vårt gemensamma hem. Det moderna folkhemmet, Sverige”

Källa: SVT Tal till nationen - Mitt Sverige 2028

#SD2018 #svpol","sdriks"
"202","Minns som igår när SD:s Björn Söder stod i riksdagens talarstol och talade om sorgens dag. Den dag då SD motsatte sig kostnadsfri vård till personer som trotsat svensk lag genom att olovligen befinna sig i Sverige. Kostnaden ökar. https://www.svd.se/varden-av-papperslosa-har-okat-kraftigt … #migpol #krimpol","sdriks"
"203","Sverige är inte friskt. Vi måste stoppa sjuklöverns vansinniga politik! Den 9:e september är det val. #SD2018 #svpol","sdriks"
"204","”Räddade” - från Danmark och liknande länder... #migpol","sdriks"
"205","Inga spektakulära förslag om förbud mot sugrör eller plastskedar, men kanske intressant för journalistkåren att ta del av iaf. Framtiden för svensk industri i fokus! #svpol","sdriks"
"206","Smögen, Västra Götaland. #SD2018","sdriks"
"207","För att stärka skyddet för våra djur föreslår vi höjt straff för djurplågeri, att icke-domesticerade djur inom cirkusnäringen snarast ska fasas ut, att det sker en översyn av de svenska djurparkerna och att en nationell djurskyddspolis införs.","sdriks"
"208","Tänka sig. 

Och det som klargörs i artikeln är att alla - ALLA - incitament att stanna måste bort. Det ska inte gå att leva i ett ""skuggsamhälle"", det ska inte gå att hoppas på amnesti.","sdriks"
"209","Katastrofpolitiken fortsätter. Det här leder mot nedskärningar i välfärden, oavsett vad partierna ger för valfläsk framöver. 

"" Förra året beviljade Migrationsverket totalt 135 529 uppehållstillstånd, vilket är den näst högsta siffran någonsin.""","sdriks"
"210","I Sverige har man fört en politik som skapat mer radikalisering. Att det även sker i våra fängelser är ingenting konstigt. Man kan inte ändra vad som skett, men man bör vara väl medveten om att detta måste stoppas! https://www.svt.se/nyheter/inrikes/80-tal-svenskar-i-fangelser-riskerar-att-radikaliseras … #krimpol #svpol","sdriks"
"211","Jösses. De försöker verkligen, men landar så fel. Förtur i två år är fortfarande förtur. 

Boende för ”nyanlända”, ska inte alls vara kommuners ansvar. De som kommer hit utan visum eller motsvarande ska staten hantera. De andra ska redan ha ordnat boende.","sdriks"
"212","Här kan ni läsa rapporten. http://www.iaf.se/Tillsyn-Uppfoljning/Rapporter/Kopplingar-mellan-arbetsloshetskassor-och-narliggandeorganisation/ …","sdriks"
"213","Enligt inspektionen för arbetslöshetsförsäkringen bryter flera LO-förbund mot lagar och regelverk. ”IAF anmärker mot att Fastighets arbetslöshetskassa har anställt personer för att värva medlemmar åt Fastighetsanställdas förbund.”","sdriks"
"214","@SvenSallstrom & @MangePersson lyfter fram hur LO missbrukar a-kassorna. Det hela sker ”utan lagstöd”. LO är desperata och måste öka intäkterna (medlemsavgifterna) men att göra ”avsteg från lagen” som det heter numera, det borde väl beivras?","sdriks"
"215","Härmed uppmanar jag alla Sverigedemokrater att söka på Sverigedemokraterna i google. Klicka och öppna sossarnas betalda översta länk. De förlorar 13:- från valkassan till google när ni gör så. ”Enligt Google Adwords betalar Socialdemokraterna cirka 13 kronor per klick för annons”","sdriks"
"216","Nacka Gymnasium kommer inte tillåta att elever får vifta med en svensk vimpel eller flagga under studentutsläppet. En sån självklar symbol som svenska flaggan ska givetvis vara med vid de speciella tillfällena i livet.","sdriks"
"217","Vandrarhem i Uppsala totalförstört efter att det användes som flyktingboende.","sdriks"
"218","Jodå, han kan visst utvisas. Vi hade löst det!

#SD2018","sdriks"
"219","Det mest skadliga partiet för Sverige är @miljopartiet  och Sverigedemokraterna @sdriks är dess motsats, skriver Oscar Sjöstedt (SD). #MPKongress18","sdriks"
"220","Inom primär- och landstingskommunal sektor är ca 50 procent av personalen deltidstjänstgörande. Ingen i offentlig sektor bör vara tvingad till deltid och därför föreslår Sverigedemokraterna att rätten till heltid ska utökas.","sdriks"
"221","Kartläggning av brott och ursprung – det har vi länge efterfrågat","sdriks"
"222","Rätt ska vara rätt. Det voteringen berörde var skärpta straff för sexualbrott, som alla utöver SD röstade mot.","sdriks"
"223","Under gårdagen blev räddningstjänsten utsatta för stenkastning när de var ute på uppdrag. En av räddningstjänstens personal blev träffad. För SD är det fullständigt oacceptabelt att attackera blåljuspersonal. Vi föreslår därför ett minimistraff på minst fyra års fängelse.","sdriks"
"224","Men är inte det här en sammanfattning av i stort sett varenda artikel om @sdriks i Aftonbladet som har körts de senaste 20 åren?","sdriks"
"225","Enligt uppgifter från polisen vill trygghetsvärdar på Sergels torg inte ta kvinnor i hand. För oss är det en självklarhet att den som behöver assistans från en trygghetsvärd aldrig ska bedömas efter sitt kön.","sdriks"
"226","Antingen sprider @strandhall medvetet osanning, eller så har hon inte lärt sig hur voteringarna går till. Den här regeringen är verkligen under all kritik #svpol","sdriks"
"227","Glöm aldrig Socialdemokraternas svek. Den 9 september är det val. #SD2018 #svpol #migpol","sdriks"
"228","Normalt har varje lokförare med sig både vatten och kaffe samt något att äta. Erfarna lkf vet att när man har vätskebrist sjunker uppmärksamheten betydligt. Om en lkf inte äter och dricker, då är lkf en fara! Fastepåverkade bör ta ledigt under Ramadan!  https://www.riksdagen.se/sv/dokument-lagar/dokument/skriftlig-fraga/_H5111333 …","sdriks"
"229","Det är i och för sig ännu värre om man är minister. Men det är å andra sidan inte första gången Strandhäll sprider felaktigheter heller.","sdriks"
"230","Fake news, gör om gör rätt. Paula B har länkat tillräcklig info.","sdriks"
"231","Fast nej. Ingen röstade nej till samtyckeslagen. Vår reservation handlade om att vi vill höja alla straff för sexualbrott, både minimi- och maximum. Det är vi tydligen ensamma om att vilja.","sdriks"
"232","Det är alltid bra att kontrollera fakta innan man twittrar. Särskilt när man twittrar om riksdagsbeslut, har varit riksdagsledamot och alltså vet hur lätt fakta kan hittas och idag är verksam som bland annat ledarskribent.","sdriks"
"233","Minst fyra års fängelse för våld mot blåljuspersonal, en utökad polisarrest för att stävja oroliga situationer, samt kraftigt höjda löner. 

Idag presenterade vi Polisprogrammet 2018, för att stärka den svenska polisen.

Läs mer: https://sd.se/wp-content/uploads/2018/05/polisprogrammet-v1.6.pdf …","sdriks"
"234","Nytt rekord i Ipsos med 20%!

""– Den ökning som vi ser för SD är ovanligt kraftig, det är ovanligt att vi har så stora förändringar i en väljarbarometer, säger Ipsos opinionschef David Ahlin""","sdriks"
"235","Ni har väl inte missat att SD släpper ett program för den svenska polisen idag klockan 11?","sdriks"
"236","”Sverigedemokraterna vill se en särskild brottsrubricering för våld mot blåljuspersonal, med ett minimistraff på fyra års fängelse, samt att olaga hot mot polis alltid ska bedömas som grovt brott.”","sdriks"
"237","LIVE-TV: Ledarskribenterna @PatrikKronqvist (Expressen) och @jonnasima (Aftonbladet) om sina förväntningar på #Duellen2018, mellan @AnnieLoof och @JimmieAkesson.","sdriks"
"238","LIVE-TV. Nu sänder @ExpressenTV uppsnacket inför #Duellen2018 – @AnnieLoof vs. @JimmieAkesson. 

Titta här:","sdriks"
"239","Halleluja!","sdriks"
"240","Det statliga Sanningsministeriet arbetar för högtryck. Hyllningskören på SVT ljuder: ”Krig är fred. Frihet är slaveri. Okunnighet är styrka.”","sdriks"
"241","Bostads- och digitaliseringsminister Peter Eriksson gästade i morse SVT, där alltför svenska områden lyftes som ett mångfaldsproblem. Peter Eriksson menade att Sverige behöver blanda upp den svenska befolkningen överallt.

Den 9 september är det val. #SD2018","sdriks"
"242","Med vår politik hade böneutropet redan varit förbjudet.

Den 9 september är det val. #SD2018","sdriks"
"243","Den som kontrollerar andra i hederns namn har ingenting i vårt land att göra. Därför vill vi se en särskild rubricering för brott med hedersmotiv och att sådana brott ska utgöra grund för straffskärpning och, där det är möjligt, utvisning.","sdriks"
"244","#SD2018","sdriks"
"245","Antalet regementen och flottiljer har halverats sedan 1990. I dag kan vi välkomna att antalet har ökat från 20 till 21. När vi får bestämma kommer det finnas betydligt fler, Sverige ska ha det försvar som krävs för att hålla gränsen.

Den 9 september är det val #SD2018","sdriks"
"246","Sverigedemokraterna är det enda partiet som har satsat på Sveriges poliser under hela mandatperioden. Vi vill göra yrket mer attraktivt genom en riktad lönesatsning, utökade befogenheter samt ökat skydd för poliserna. Det är så man får fler att vilja bli poliser. #SD2018","sdriks"
"247","S vill satsa 500 miljoner kr årligen för att korta köerna till cancervården. Samtidigt lägger de 4 miljarder kr initialt för att låta afghanska män utan skyddsskäl stanna i Sverige.

Sverige behöver en politik som prioriterar den svenska välfärden och vår egen befolkning. #SD2018","sdriks"
"248","-Demokrati är bra, sa Bill(S).
-87% röstade inte på Sd, sa Bull(M).

3,5 år senare:

-Demokrati är dåligt! sa Bill(S).
-Jättedåligt! sa Bull(M).
-Usch för väljarna, sa Bill(S).
-Jag föraktar folk! sa Bull(M).
-Folk borde inte få rösta! sa Bill(S).
-För sin egen skull, sa Bull(M).","sdriks"
"249","Ett steg i att förebygga radikalisering är att förhindra förhärligande av terrorism. Sverigedemokraterna kräver därför ett omfattande förbud mot propaganda för terrorism och vill ge Säkerhetspolisen utökade möjligheter att använda avlyssning och hemlig dataavläsning. #svpol","sdriks"
"250","Just nu möter Tre kronor Schweiz i VM-final i ishockey.

Heja Sverige, nu tar vi dem!

#SD2018","sdriks"
"251","Svensk tågtrafik har försämrats i både punktlighet och säkerhet jämfört med flera europeiska länder – ett resultat av att de andra partierna under lång tid bortprioriterat den svenska infrastrukturen. 

Hela Sverige måste kunna leva.

Den 9 september är det val. #SD2018","sdriks"
"252","Elisabeth Dahlin, regeringens nya barnombudsman, hävdade i november 2015 att det var en myt att det fanns vuxna bland de s.k. ensamkommande. I dag vet vi att 78 procent av de afghanska männen ljög om sin ålder.","sdriks"
"253","Av de 9000 afghanerna som regeringen gav amnesti var endast 52 kvinnor.

Sverige behöver en långsiktig, genomtänkt och ansvarsfull migrationspolitik.

Den 9 september är det val. #SD2018","sdriks"
"254","Regeringen gick till val på att inte höja bensinskatten, resultatet blev höjd skatt och rekordhögt bensinpris. Bilen är en nödvändighet för många, att kunna lämna och hämta barn på dagis får aldrig bli en klassfråga.","sdriks"
"255","#SD2018","sdriks"
"256","Enligt en undersökning av Ipsos tror bara 35 procent i landsbygdskommunerna på en god ekonomisk utveckling. Sverige har inte råd att urholka vår landsbygd ytterligare. Vi tänker återupprätta framtidstron. Vi kommer utveckla den svenska landsbygden, inte avveckla den.","sdriks"
"257","Expressens granskning visar att 7 000 av de 9 000 afghanska männen som regeringen gav amnesti, trots att de saknade skyddsskäl, har fått åldern uppskriven av Migrationsverket.

Sverige behöver en ansvarsfull migrationspolitik.

Den 9 september är det val. #SD2018","sdriks"
"258","Att bedöma vem som kan genomföra terrordåd i Sverige har blivit allt svårare enligt Säkerhetspolisen. Anledningen är att fler terrordåd utförs på egen hand av personer som sympatiserar med till exempel terrorgruppen IS.

Läs mer: https://sverigesradio.se/sida/artikel.aspx?programid=83&artikel=6955194 …","sdriks"
"259","Det segregerade Sverige är de andra partiernas skapelse.

Sverige behöver en politik för sammanhållning och gemenskap.

Den 9 september är det val. #SD2018","sdriks"
"260","Sverigedemokraternas utskottsinitiativ i justitieutskottet har gett resultat. Vi föreslog att minimistraffet för sexköp av barn skulle höjas från 14 dagars fängelse till sex månaders fängelse och efter dagens votering står nu samtliga partier bakom det förslaget. #svpol #SD2018","sdriks"
"261","Under gårdagens debatt mellan Jimmie och tidigare inrikesministern Anders Ygeman (S) ställde Jimmie krav på fler poliser. Ygeman påstod dock att fler poliser redan finns på plats.

Sverige behöver politiker som tar poliskrisen på allvar.

Den 9 september är det val. #SD2018","sdriks"
"262","Idag fyller Sveriges bästa partiledare år. Stort grattis!","sdriks"
"263","Enligt en rapport från Delegationen för migrationsstudier instämmer 2 av 3 svenskar, helt eller delvis, i att det allt för ofta händer att invandrare har seder och traditioner som inte passar in i det svenska samhället.","sdriks"
"264","På grund av slapp oansvarig politik kunde mördaren stanna i Sverige i över tjugo år, trots beslut om utvisning på livstid.

Sverige behöver politiker som tar på riktigt bryr sig och tar hand om Sverige.

Den 9 september är det val. #SD2018

Läs mer: https://www.expressen.se/nyheter/brottscentralen/eva-stampades-till-dods-nu-kommer-domen/ …","sdriks"
"265","Ansvarslös politik får konsekvenser.

Sverige behöver en långsiktig, genomtänkt och ansvarsfull migrationspolitik.

Den 9 september är det val. #SD2018","sdriks"
"266","Sverige behöver en långsiktig, genomtänkt och ansvarsfull migrationspolitik.

Den 9 september är det val. #SD2018","sdriks"
"267","”Löfven måste ge svar om böneutropen” https://www.svd.se/lofven-maste-ge-svar-om-boneutropen … via @SvD","sdriks"
"268","Men tack då, ”alliansens” @Centerpartiet @liberalerna @nya_moderaterna & @kdriks","sdriks"
"269","SD-ledaren mötte danske partiledaren – i Rosengård https://www.expressen.se/kvallsposten/-dansk-folkepartis-vandning-vill-hjalpa-sd-i-valrorelsen/?utm_medium=link&utm_campaign=social_sharing&utm_source=twitter&social=twtr … #Expressen via @Expressen","sdriks"
"270","”Löfven måste ge svar om böneutropen”
Jag och Simon Alm skriver tillsammans med 25 andra kommunpolitiker från @sdriks","sdriks"
"271","Inte nog med att Alliansen i stort avstod från att rösta i dagens votering om sjukvårdsskatten. Elva (11!) moderater, fem (5) centerpartister och två (2) ""liberaler"" röstade aktivt *för* skatten.","sdriks"
"272","Paula Bieler: ”Idag har regeringen, med passivt stöd av M, C, L och KD genomfört en skatteväxling som subventionerar fackavgifter (och därmed i förlängningen socialdemokratiskt valkampanjande) men straffar sjukvård.”

Den 9 september är det val. #SD2018","sdriks"
"273","Och nyss röstade vi om att i stället ge skatteavdrag för fackföreningsavgifter. Alliansen godkänner detta med. Bara så ni vet.","sdriks"
"274","Idag röstar enbart SD nej till slopad skattefrihet för förmån av hälso- och sjukvård. Sorgligt, riksdagen. Skamligt, ”alliansen”!","sdriks"
"275","Ikväll kl 21:00 i SVT2 medverkar Jimmie Åkesson i Aktuellt. Debatt mot Socialdemokraternas Anders Ygeman. Ämne: Utsatta områden. #svpol","sdriks"
"276","Och alldeles nyss godkände M, C, L och KD att man ska betala skatt för att få vård när det offentliga inte har räckt till...","sdriks"
"277","Jimmie träffade idag partiledaren för Dansk Folkeparti. Under mötet diskuterades bland annat hur de ”särskilt utsatta” områdena, som ofta kännetecknas av grov kriminalitet, islamistisk extremism och parallella samhällsstrukturer, ska kunna återtas.","sdriks"
"278","Sverige behöver politiker som tar samhällsproblemen på allvar, och som på riktigt vill göra någonting åt samhällsutvecklingen.

Den 9 september är det val. #SD2018","sdriks"
"279","I början av nästa vecka väntas klartecken ges för ytterligare böneutrop, denna gång i Karlskrona. 

Böneutropet har ingen plats i Sverige och ska omöjliggöras i hela vårt land!

Den 9 september är det val. #SD2018

https://www.svt.se/nyheter/lokalt/blekinge/polisen-troligt-ja-till-boneutrup-i-karlskrona …","sdriks"
"280","Otryggheten i samhället breder ut sig. Hot och stölder har blivit vardag, inte minst för många småföretagare.

Sverige behöver politiker som är beredda att göra något åt denna samhällsutveckling.

Den 9 september är det val. #SD2018 

https://omni.se/hot-och-stolder-ar-vardag-for-skanska-smaforetagare/a/7lwVRw …","sdriks"
"281","","sdriks"
"282","Populist är den som under galgen, inför stundande val retoriskt men inte i praktiken förändrar sin politik  (@socialdemokrat @nya_moderaterna )för att anpassa sig till väljaropinionen. Realist är den som i många år drivit samma politik i både ord och handling. @sdriks","sdriks"
"283","Har ni uppmärksammat att 3 riksdagsledamöter från @liberalerna genom egen följdmotion på den extra ändringsbudgeten går emot partilinjen och är för amnestilagen för åldersljugande afghaner? http://riksdagen.se/sv/dokument-lagar/dokument/motion/med-anledning-av-prop-201718252-extra_H5024173 …","sdriks"
"284","Finanspolitiska rådet riktar återigen skarp kritik mot regeringens politik. Den är inte väl avvägd och kan leda till att ekonomin överhettas. Dessutom har för liten vikt lagts vid överskottsmålet, skriver rådet i årets rapport.","sdriks"
"285","Kraftig satsningar på migration och gränskontroll föreslås till EU:s kommande långtidsbudget. Utgångsbudet från EU-kommissionen är nästan tredubblat sedan den nuvarande budgeten – 350 miljarder kronor jämfört med 130 miljarder.

https://sverigesradio.se/sida/artikel.aspx?programid=83&artikel=6952807 …

#svpol","sdriks"
"286","Flumskolans dagar är över. Fokus ska ligga på att barn, elever och studenter ges den bästa skolgång vi kan erbjuda – med de bästa lärarna.","sdriks"
"287","Statliga Vinnovas pengar för att bekämpa FAKE NEWS använd för att... *trumvirvel* producera regimtrogen FAKE NEWS! #svpol #vinnova","sdriks"
"288","Rösta på det enda riksdagspartiet som förespråkar återvandring! #SD2018","sdriks"
"289","Under årets första fyra månader har mer än 40 000 uppehållstillstånd delats ut i Sverige. Det är ohållbart! Sverige behöver inte mer massinvandring, Sverige behöver återvandring.

Den 9 september är det val. #SD2018","sdriks"
"290","Jimmie Åkesson: ""Himlen är blå.""
@DagensNyheter: ""Tittar man ut genom fönstret runt midnatt är himlen svart. När solen går ned är himlen röd. DN bedömer därför att Åkessons uttalande faktiskt är mestadels fel."" #regimtrogenJournalistik","sdriks"
"291","Utländska brottslingar har inget i Sverige att göra. Därför ska de utvisas.

Den 9 september är det val. #SD2018","sdriks"
"292","Under årets första fyra månader har mer än 40 000 uppehållstillstånd delats ut i Sverige. Det är ohållbart!

Sverige behöver en ansvarsfull och långsiktig migrationspolitik.

Den 9 september är det val. #SD2018

Läs mer: https://nyheteridag.se/40-000-nya-uppehallstillstand-hittills-under-2018-flest-till-anhoriga/ …","sdriks"
"293","Utländska brottslingar har inget i Sverige att göra. Därför ska de utvisas.

Den 9 september är det val. #SD2018","sdriks"
"294","Och så finns det de som undrar varför det går som det går för Sverige. #svpol","sdriks"
"295","Socialdemokraterna är uppenbarligen desperata. Vi är starka inom LO-kollektivet eftersom vi har bäst politik, så enkelt är det. Och det kommer inte Shekarabi kunna ändra på, hur mycket han än smyger efter oss #svpol","sdriks"
"296","Sverigedemokraterna motsätter sig regeringens och alliansens förslag om att höja den tidigast möjliga pensionsåldern från 61 till 64 år.","sdriks"
"297","Utländska brottslingar har inget i Sverige att göra. Därför ska de utvisas.

Den 9 september är det val. #SD2018","sdriks"
"298","Beslut har nu tagits om att moskén i Växjö ska få sända ut böneutrop. Böneutropen är planerade till varje fredag under tre minuter och 45 sekunder. Beslutet är tänkt att träda i kraft den 5 augusti. Det kommer dock överklagas, och om vi får bestämma; omöjliggöras.","sdriks"
"299","”Öppna era hjärtan”
”Sverige tjänar på invandringen”
”Kompetensregn”
”Ursvenskt är bara barbariet”

Moderaternas migrationspolitiske talesperson @JohanForssell glömmer snabbt när det kommer till den egna politiken. 

#svpol","sdriks"
"300","När Socialdemokraterna och Moderaterna tar i med hårdhandskarna, då händer ingenting.

Sverige behöver politiker som inte bara snackar, utan som tar samhällsproblemen på allvar, och som är beredda att göra någonting åt dem.

Den 9 september är det val. #SD2018","sdriks"
"301","Erkänner man inte problemen kan man omöjligt heller lösa dem.

Sverige behöver politiker som vågar säga sanningen.

Den 9 september är det val. #SD2018","sdriks"
"302","Socialdemokraternas nästa informationsfolder? #SD2018","sdriks"
"303","Och folk undrar varför det går som det går för Sverige...

Den 9 september är det val. #SD2018","sdriks"
"304","Nu ser vi svart på vitt att Miljöpartiet är ett riktigt kvinnofientligt parti. #svpol #pldebatt","sdriks"
"305","Klimatet tar ingen hänsyn till nationsgränserna. Därför föredrar vi satsningar på internationella åtgärder och forskning framför höjda drivmedelspriser, fordonsskatter och andra åtgärder som slår mot svenska jobb och landsbygd, utan mätbar påverkan på miljöproblemen globalt.","sdriks"
"306","Bra av @jimmieakesson att sätta dit Björklund (L) rörande EU:s förträfflighet inom #migpol totalt omdömeslöst att sätta hoppet på EU. #pldebatt #svtagenda #migpol","sdriks"
"307","Vad jag tar med mig från migrationsdelen:

Låt för guds skull inte M och S nå ensam majoritet. De kommer ta några steg i rätt riktning, visst, men långt ifrån tillräckligt. Varken för Sveriges väl eller för världens flyktingar. 

En röst på SD är viktigare än någonsin. #pldebatt","sdriks"
"308","Häromdagen låtsades S som att de ville minska migrationen. Jag kommenterade att det var intet värt eftersom S egentligen bara pratade om att fördela asylsökande jämnare i Europa. Det finns inget tak för S.

Skönt att Löfven idag är ärlig om det åtminstone. #pldebatt","sdriks"
"309","Sverige behöver en politik som sätter våra egna pojkar och flickor, unga och gamla främst. Den svenska välfärden måste återigen börja prioriteras.

Den 9 september är det val. #SD2018","sdriks"
"310","Nej, de var inte barn när de kom. De SA att de var det. Stor skillnad.","sdriks"
"311","En eloge till Kristersson (M) som faktiskt var ärlig. Han vill alltså sitta ned med samtliga partier (”som värnar asylrätten”) om #migpol därmed ytterligare bevis för att deras utspel om tuffare migrationspolitik är att betrakta som intetsägande. #migpol #pldebatt #svtagenda","sdriks"
"312","Statistik från BRÅ gör gällande att 2017 genomfördes fler fullbordade våldtäker, per månad, än under hela 1975. 

Att förneka att värderingar spelar in ger samma resultat som när man förnekade existensen av hederskultur. Lösningar uteblir. #svpol #pldebatt https://twitter.com/sararichert/status/993202444879519746 …","sdriks"
"313","Stefan Löfven blir utskrattad av publiken för att han alltid betyder ämne och inte inser allvaret av sexualbrott. #pldebatt #svpol","sdriks"
"314","Människor byter inte värderingar bara för att de byter mark under fötterna. Sverige behöver en politik som är förankrad i verkligheten.

Den 9 september är det val. #SD2018","sdriks"
"315","Vår statsminister börjar på allvar att prata om arbetsmarknaden när det diskuteras jämställdhet och våldtäkter. Jag finner inga ord för hur pinsamt det här är. #pldebatt","sdriks"
"316","Hjältarna inom vården måste bli fler. Därför måste förutsättningarna för personalen bli bättre. Sverigedemokraterna prioriterar den svenska välfärden – på riktigt. 

Den 9 september är det val. #SD2018","sdriks"
"317","Kvällens partiledardebatt är igång. Se debatten på SVT Agenda. Heja Jimmie! #SD2018","sdriks"
"318","Krönika av undertecknad i SD-vänliga Samtiden.","sdriks"
"319","#vårtal18","sdriks"
"320","Just så: inga fler ursäkter gällande utländska brottslingars utvisningar.","sdriks"
"321","1. Obegripligt att en riksdagsledamot på allvar tror att SD(eller annat riksdagsparti för den delen), bedriver en politik som kan jämföras med totalitära stater, och att det skulle vara någon form av vision.

2. Är detta vad Ulf K menar när han pratar om fler vuxna..? #svpol","sdriks"
"322","Vårtalet 2018: http://youtu.be/8CnBk3R9xZY?a  via @YouTube","sdriks"
"323","Jimmie Åkessons vårtal 2018: http://youtu.be/6-2lpsztv7I?a  via @YouTube","sdriks"
"324","Jimmie Åkessons vårtal 2018: http://youtu.be/5voXvN_OCgE?a  via @YouTube","sdriks"
"325","SD:s fokusområden för valet 2018: http://youtu.be/VZ6tq3mzWjA?a  via @YouTube","sdriks"
"326","SD:s valkampanj 2018 lanseras: http://youtu.be/2ENmyMqDk98?a  via @YouTube","sdriks"
"327","Nu presenterar vi vårkampanjen. #vårtal18 #SD2018","sdriks"
"328","EU hotar Sverige med en mångmiljardsmäll. Sveriges medlemsavgift till EU kan komma att öka med 15 miljarder extra per år, för att täcka de förlorade intäkterna när Storbritannien lämnar unionen.

Sverige måste göra som Storbritannien och lämna EU. #swexit","sdriks"
"329","Under förra veckan publicerade http://Sweden.se  ett inlägg där det påstås att svenska köttbullar egentligen är baserade på ett recept som Karl XII tog med sig från Turkiet. Forskare menar dock att det påståendet är fabricerat.

Läs mer: https://www.svd.se/forskare-sagar-varldsnyhet-om-kottbullar-fabricerat …","sdriks"
"330","Enligt migrationsministern har åtstramningarna alltså haft önskad effekt så att vi kan ge ett bra mottagande. 

Det handlar om 26000 personer förra året, det var ett bra resultat, enligt henne. 

Vi har lätt olika syn där.","sdriks"
"331","Har @nya_moderaterna lånat ut kopieringsmaskinen till @socialdemokrat ? Synd bara att sossarna fått tag på och kopierar ett gammalt inaktuellt migpolprogram från SD. Nu är det betydligt tuffare politik som gäller.","sdriks"
"332","Detta är ett väldigt bra förslag. Så pass bra att Sverigedemokraterna föreslog det redan 2015 i det kriminalpolitiska inriktningsprogrammet.

Åter igen visar vi att vi är ledande inom lag och ordning och vi välkomnar att M och S följer oss.","sdriks"
"333","Socialdemokraternas ""kära systerparti"" menar att förintelsen inte berodde på antisemitism utan på judarnas ’sociala beteende’. #svpol","sdriks"
"334","Kostnaderna för den ansvarslösa invandringspolitiken eskalerar och tar över allt mer av statens samlade utgifter. I vårt Sverige sätter vi stopp för massinvandringen – på riktigt, och ser till att istället prioritera vår välfärd och våra medborgare.

Den 9 september är det val.","sdriks"
"335","","sdriks"
"336","Ett annat mycket viktigt område som tas upp i SD:s budget: Assistansersättningen. https://omni.se/sd-vill-satsa-halv-miljard-pa-assistansersattningen/a/ddB64z … #sdpol #svpol","sdriks"
"337","Vi har noll behov av vuxna som inte respekterar våra lagar. Män som söker asyl fast de saknar skyddsbehov och stannar trots avslag.

De ska ut ur landet, inte hyllas.","sdriks"
"338","Noterar att Annie Lööf sagt att vi ”behöver” de som omfattas av regeringens och centerns amnesti. 

I min värld har vi noll behov av vuxna som inte respekterar våra lagar. Män som söker asyl fast de saknar skyddsbehov och stannar trots avslag. 

De ska ut ur landet, inte hyllas.","sdriks"
"339","2018 05 02 Jimmie Åkesson och Oscar S: http://youtu.be/7IJYK0y_cdw?a  via @YouTube","sdriks"
"340","Socialdemokraterna gick till val på att korta vårdköerna. Sedan dess har köerna bara vuxit. Över 30 000 patienter har väntat mer än 90 dagar på operation. Människor dör i väntan på vård. Till skillnad från S prioriterar vi vården – på riktigt.

Den 9 september är det val. #SD2018","sdriks"
